department,level,full_name,description,raw_precoreqs,offer_frequency,cross_listed,credit_hours,short_name,prerequisites,corequisites
MATH,6400,Ordinary Differential Equations,"Analytical and computational methods for ordinary differential equations:  existence and uniqueness of solutions, similarity methods, linear equations, regular singular points, hypergeometric equations, asymptotic expansions near irregular singular points, WKB theory, turning points, stability theory, stable and unstable manifolds, periodic solutions and Poincare maps, Floquet theory, stabilization and destabilization by periodic forcing, calculus of variations, Lagrangian and Hamiltonian systems, Poincare invariants, symplectic integrators, basic bifurcation theory, examples of chaotic dynamics, applications to physics, chemistry, and biology.",Prerequisite: MATH 4300 and MATH 4400 or equivalent or permission of instructor.,Spring term odd-numbered years.,,4,MATH-6400,"['MATH-4300', 'MATH-4400']",[]
MATH,6490,Topics in Ordinary Differential Equations,"Mathematical foundations and/or applications of ordinary differential equations. Possible topics include: stability and chaos in dynamics, mathematical methods of classical mechanics, stochastic differential equations, and soliton equations.",Prerequisites: vary with topic.,Spring term even-numbered years.,,4,MATH-6490,[],[]
MATH,6500,Partial Differential Equations,"A course dealing with the basic theory of partial differential equations. It includes such topics as properties of solutions of hyperbolic, parabolic, and elliptic equations in two or more independent variables; linear and nonlinear first order equations; existence and uniqueness theory for general higher order equations; potential theory and integral equations.",Prerequisite:  MATH 4210 or equivalent or permission of instructor.,Fall term annually.,,4,MATH-6500,['MATH-4210'],[]
MATH,6590,Topics in Partial Differential Equations,"Mathematical foundation and/or applications of partial differential equations. Possible topics include soliton theory and applications, wavelets and PDEs, scattering theory, hyperbolic conservation laws.",Prerequisites: vary with topic.,Spring term annually.,,4,MATH-6590,[],[]
MATH,6600,Methods of Applied Mathematics,"Linear vector spaces; eigenvalues and eigenvectors in discrete systems; eigenvalues and eigenvectors in continuous systems including Sturm-Liouville theory, orthogonal expansions and Fourier series, Green's functions; elementary theory of nonlinear ODEs including phase plane, stability and bifurcation; calculus of variations. Applications will be drawn from equilibrium and dynamic phenomena in science and engineering.",Prerequisites: MATH 2400 and MATH 4600 or equivalent or permission of instructor.,Fall term annually.,,4,MATH-6600,"['MATH-2400', 'MATH-4600']",[]
MATH,6620,Perturbation Methods,"This course is devoted to advanced methods rather than theory. Content includes such topics as matched asymptotic expansions, multiple scales, WKB, and homogenization. Applications are made to ODEs, PDEs, difference equations, and integral equations. The methods are illustrated using currently interesting scientific and engineering problems that involve such phenomena as boundary or shock layers, nonlinear wave propagation, bifurcation and stability, and resonance.",Prerequisites: MATH 2400 and MATH 4600 or equivalent or permission of instructor.,Spring term even-numbered years.,,4,MATH-6620,"['MATH-2400', 'MATH-4600']",[]
MATH,6640,Complex Variables and Integral Transforms with Applications,"Review of basic complex variables theory; power series, analytic functions, singularities, and integration in the complex plane. Integral transforms (Laplace, Fourier, etc.) in the complex plane, with application to solution of PDEs and integral equations. Asymptotic expansions of integrals (Laplace method, methods of steepest descent and stationary phase), with emphasis on extraction of useful information from inversion integrals of transforms. Problems to be drawn from linear models in science and engineering.","Prerequisites: MATH 2400, MATH 4300 and MATH 4600 or equivalent or permission of instructor.",Spring term odd-numbered years.,,4,MATH-6640,"['MATH-2400', 'MATH-4300', 'MATH-4600']",[]
MATH,6660,Stochastic Processes and Modeling,"This course provides an introduction to methods and concepts to model and analyze the dynamics of system with uncertain inputs or too many variables to track explicitly. Topics may include Markov processes, point processes, renewal processes, and/or stochastic differential equations. Applications will be developed and illustrated on examples drawn from physics, biology, chemistry, industry, and finance.",Prerequisite: MATH 2400 or equivalent or permission of instructor.,Spring term even-numbered years.,,4,MATH-6660,['MATH-2400'],[]
MATH,6790,Topics in Applied Mathematics,"Advanced methods and/or applications of mathematics. Possible topics include: nonlinear continuum mechanics, nonlinear waves, inverse problems, nonlinear optics, combustion, acoustic wave propagation, similarity methods for differential equations, quantum field theory and statistical mechanics, stability of fluid flows, biomathematics, and finance.",Prerequisites: vary with topic.,Fall term annually.,,4,MATH-6790,[],[]
MATH,6800,Computational Linear Algebra,"Computational methods for linear systems, Gaussian elimination, conditioning and stability, pivoting strategies, special linear systems (such as positive definite, banded, or sparse), QR factorization and least squares problem. Computational methods for eigenvalue problems and singular value decompositions. Iterative methods for linear systems (such as GMRES, conjugate gradient and preconditioning).",Prerequisite: MATH 4800 or CSCI 4800 or equivalent or permission of instructor.,Fall term annually.,Cross listed as CSCI 6800. Students cannot obtain credit for both this course and CSCI 6800.,4,MATH-6800,"['MATH-4800', 'CSCI-4800']",[]
MATH,6820,Numerical Solution of Ordinary Differential Equations,"Numerical methods and analysis for ODEs with applications from mechanics, optics, and chaotic dynamics. Numerical methods for dynamical systems include Runge-Kutta, multistep and extrapolation techniques, methods for conservative and Hamiltonian systems, methods for stiff differential equations and for differential-algebraic systems. Methods for boundary value problems include shooting and orthogonalization, finite difference and collocation techniques, and special methods for problems with boundary or shock layers.",Prerequisite: MATH 4800 or CSCI 4800 or permission of instructor.,Fall term even-numbered years.,Cross listed as CSCI 6820. Students cannot obtain credit for both this course and CSCI 6820.,4,MATH-6820,"['MATH-4800', 'CSCI-4800']",[]
MATH,6840,Numerical Solution of Partial Differential Equations,"Numerical methods and analysis for linear and nonlinear PDEs with applications from heat conduction, wave propagation, solid and fluid mechanics, and other areas. Basic concepts of stability and convergence (such as Lax equivalence theorem, CFL condition, GKS stability theory, energy methods). Methods for parabolic problems (finite differences, method of lines, ADI, operator splitting), methods for hyperbolic problems (vector systems and characteristics, dissipation and dispersion, shock capturing and tracking schemes), methods for elliptic problems (finite difference and finite volume methods).",Prerequisite: MATH 4800 or CSCI 4800 or equivalent or permission of Instructor.,Spring term annually.,Cross listed as CSCI 6840. Students cannot obtain credit for both this course and CSCI 6840.,4,MATH-6840,"['MATH-4800', 'CSCI-4800']",[]
